,state_position_0,state_velocity_0,action_0,state_delta_position_0,state_delta_velocity_0,state_position_1,state_velocity_1,action_1,state_delta_position_1,state_delta_velocity_1,state_position_2,state_velocity_2,action_2,state_delta_position_2,state_delta_velocity_2,state_position_3,state_velocity_3,action_3,state_delta_position_3,state_delta_velocity_3,state_position_4,state_velocity_4,action_4,state_delta_position_4,state_delta_velocity_4,state_position_5,state_velocity_5,action_5,state_delta_position_5,state_delta_velocity_5,state_position_6,state_velocity_6,action_6,state_delta_position_6,state_delta_velocity_6,rollout
0,4.96976216e-05,0.0,65.10853,0.006796210818244673,0.39775581797565546,-0.18499601,0.0,66.33937,0.007663883719556397,0.4824919668875416,-4.63546468e-05,0.0,9.327739,-0.0023144270428334156,-0.056324530561072936,-2.08528506,0.0,83.44695,0.011150048937479617,0.6737250637057507,-8.95942123e-06,0.0,3.9014134,0.0004659370677823357,0.03313613227090206,1.90028276,0.0,4.3795304,1.3281968596956517e-05,0.03467995853992434,0.785404067,0.0,3.9717896,0.0009917341713749916,0.04441336632096729,0
1,0.006845908439844673,0.39775581797565546,-64.04289,-0.006380416752907467,-0.7794358284049213,-0.1773321262804436,0.4824919668875416,86.17889,0.010072621082322986,0.06380325598110181,-0.0023607816896334156,-0.056324530561072936,26.822634,0.00819386017110213,0.4096102479904613,-2.0741350110625203,0.6737250637057507,46.8092,0.010277172577320748,-0.21595340906579685,0.0004569776465523357,0.03313613227090206,-2.5639715,-0.00016818134557740924,-0.05358384419277219,1.900296041968597,0.03467995853992434,1.2454896,0.0008253271268761075,-0.00580891799482966,0.786395801171375,0.04441336632096729,-0.46685442,-0.00043712859733469056,-0.06124379181293991,0
2,0.00046549168693720607,-0.38168001042926586,-47.68899,-0.004691261108228198,0.10258806020280226,-0.1672595051981206,0.5462952228686434,6.7904496,0.0047385045475855925,-0.40337702324534885,0.005833078481468714,0.35328571742938836,-11.592716,0.0013195721941920294,-0.3398349290070825,-2.0638578384851995,0.45777165463995384,8.488005,0.0019155539095230267,-0.43222559869071153,0.0002887963009749265,-0.02044771192187013,-5.2324796,-0.000856050103934129,-0.02342487329843579,1.9011213690954731,0.02887104054509468,-11.319394,-0.001384949402012392,-0.1256676642531639,0.7859586725740403,-0.01683042549197262,6.3349643,0.0006532912854776418,0.0561247235840805,0
3,-0.0042257694212909916,-0.2790919502264636,-37.0696,-0.007851442625085962,-0.08446170289481447,-0.162521000650535,0.14291819962329455,-39.90818,-0.0009215752971473701,-0.27859307141520956,0.0071526506756607435,0.013450788422305874,40.668808,0.004307773793863978,0.23510062301883583,-2.0619422845756765,0.025546055949242325,10.214413,-0.0008911112509677466,-0.05068186001179839,-0.0005672538029592026,-0.04387258522030592,3.2152445,0.0004117234220368658,0.06782521999446744,1.8997364196934607,-0.0967966237080692,3.886356,3.6794683275998e-05,0.10508474739330013,0.7866119638595179,0.03929429809210788,8.113574,0.0013989606939284194,0.03204808848515177,0
4,-0.012077212046376953,-0.3635536531212781,-6.276417,-0.0019513378443488764,0.2832252177657348,-0.16344257594768238,-0.135674871791915,39.19706,0.00015891853613844709,0.2346426230538839,0.011460424469524721,0.2485514114411417,10.958069,0.0007703951396530184,-0.19535654129442026,-2.0628333958266443,-0.02513580406255607,-39.26986,-0.002585220541769573,-0.15577593197367368,-0.00015553038092233677,0.02395263477416152,-3.1665683,-0.0003021575400675051,-0.04488627348256688,1.8997732143767367,0.008288123685230932,10.882749,0.002371522088778555,0.10617047307107033,0.7880109245534463,0.07134238657725965,-11.561235,-0.0015126255372962527,-0.1592458199473607,0
5,-0.01402854989072583,-0.08032843535554329,54.87002,0.0024423537173982896,0.30099379394764925,-0.16328365741154394,0.09896775126196888,-33.256096,-0.001699625583111597,-0.25474043442943256,0.01223081960917774,0.05319487014672145,65.11557,0.003619919901664482,0.23230481540907214,-2.065418616368414,-0.18091173603622976,-34.827747,-0.006145989227980486,-0.14768372384214226,-0.00045768792098984187,-0.020933638708405356,11.744048,0.0017586338551700696,0.11731017444097773,1.9021447364655153,0.11445859675630127,-8.335899,-0.0011796857047077225,-0.19116916796911163,0.7864982990161501,-0.08790343337010105,-6.6828346,-0.0005366162317201884,0.05779273883846445,0
6,-0.01158619617332754,0.22066535859210593,-77.42038,-0.0057311316075920014,-0.6125564817535122,-0.16498328299465553,-0.15577268316746368,12.0444145,-0.002439409939402698,0.08523096747289233,0.015850739510842222,0.2854996855557936,10.854184,0.008598601075360878,0.03896381994239373,-2.0715646055963943,-0.328595459878372,-84.06759,-0.010134193480364484,-0.2402920494239198,0.0013009459341802277,0.09637653573257238,-11.057514,-0.0014526791083538642,-0.18605492169342588,1.9009650507608076,-0.07671057121281036,-6.6333494,-0.0004040035736245784,0.04603948141196064,0.7859616827844299,-0.030110694531636603,3.8737025,-5.676423077272119e-05,0.03723695733133815,0
7,-0.01731732778091954,-0.3918911231614063,-5.0435295,0.001821113130416413,0.44499232542905015,-0.16742269293405823,-0.07054171569457135,-6.400706,0.0003415578896695526,0.08736084837842782,0.0244493405862031,0.3244635054981873,-50.810715,-0.00501602807067238,-0.6266891415119062,-2.081698799076759,-0.5688875093022918,-25.639814,-0.006486344915560771,0.3124548380431168,-0.00015173317417363648,-0.08967838596085351,0.8590181,-0.00025180186363249105,0.09269397073229402,1.900561047187183,-0.03067108980084972,0.41781476,-0.0005205007549649032,0.021810755474200354,0.7859049185536572,0.007126262799701549,9.0664625,0.001132034565163198,0.05448762052916684,0
8,-0.015496214650503128,0.05310120226764386,-21.575779,-0.0001397541183688726,-0.11321915489759492,-0.16708113504438868,0.016819132683856475,-36.30172,-0.003547921352039851,-0.2534179184685146,0.01943331251553072,-0.3022256360137189,-77.34705,-0.00867794570848652,-0.19081106147732818,-2.0881851439923196,-0.256432671259175,-62.325447,-0.009536632496753406,-0.2628351027551913,-0.00040353503780612754,0.003015584771440504,-0.89639074,-0.00013044921887062354,-0.013660045777677375,1.900040546432218,-0.008860334326649363,-11.035233,-0.0014969206498025578,-0.0828732189931767,0.7870369531188204,0.06161388332886839,-4.044736,-0.0008806584162882602,-0.10615421152023824,0
9,-0.015635968768872,-0.06011795262995106,55.291588,0.004565186072649087,0.35743532813071427,-0.17062905639642853,-0.2365987857846581,60.457394,0.004122167784642028,0.5814794360604932,0.0107553668070442,-0.49303669749104706,-38.730103,-0.010641657950021283,0.0333343322082405,-2.097721776489073,-0.5192677740143663,-0.28657225,-0.0005970124738929883,0.5819983551554221,-0.0005339842566767511,-0.010644461006236871,-0.56147575,-8.777432292900005e-05,0.011799530355936288,1.8985436257824155,-0.09173355331982606,6.3656125,0.0005342259380543002,0.15383855053867512,0.7861562947025321,-0.04454032819136985,-10.565906,-0.0011669559321224598,-0.023768601870459614,0
10,-0.011070782696222914,0.2973173755007632,-50.020325,-0.007471945061586244,-0.6809371028806714,-0.1665068886117865,0.34488065027583514,84.50981,0.009263857738225939,0.18537014437304733,0.00011370885702291587,-0.45970236528280656,17.144783,0.0029979000632519423,0.610963410673194,-2.098318788962966,0.06273058114105577,-7.5845013,0.0010957772737301141,-0.03493929190756122,-0.0006217585796057511,0.0011550693496994164,-2.3574796,-0.00019519001054103607,-0.01819899624706947,1.8990778517204698,0.06210499721884907,-0.4536732,0.00043418103795200835,-0.04670361716073265,0.7849893387704097,-0.06830893006182946,-6.9152236,-0.001202121596880379,0.012621727932556594,0
11,-0.018542727757809158,-0.3836197273799082,-1.8455008,0.0001478242458304059,0.3849767074540053,-0.15724303087356056,0.5302507946488825,-26.001984,0.004291826730023679,-0.4625751672130232,0.003111608920274858,0.15126104539038746,-33.795788,-0.004787149328367506,-0.40406877643781536,-2.097223011689236,0.027791289233494554,12.496911,-0.0017064477311197201,-0.09156053840486679,-0.0008169485901467872,-0.017043926897370054,-4.0111427,-0.0007959088051801098,-0.019409814973517674,1.8995120327584218,0.015401380058116424,10.945325,0.0010110177460840308,0.03702887180464938,0.7837872171735293,-0.05568720212927287,5.357685,0.0007217029923505258,0.09589139207955483,0
12,-0.01839490351197875,0.0013569800740971072,-36.771976,-0.0066674172913463,-0.3224252296387222,-0.15295120414353688,0.06767562743585927,38.999977,0.006589087026667606,0.304423352868229,-0.0016755404080926475,-0.25280773104742793,19.240925,0.0020799266736237516,0.3749173894705412,-2.0989294594203556,-0.06376924917137224,83.90782,0.00964423405785153,0.674569791841015,-0.001612857395326897,-0.03645374187088773,3.440861,0.00043095108301166346,0.06255614211452272,1.9005230505045059,0.0524302518627658,1.0246538,-0.000723547731346974,-0.058344190851892866,0.7845089201658798,0.04020418995028196,-10.745152,-0.001520041904002678,-0.12218151929699964,0
13,-0.02506232080332505,-0.3210682495646251,23.06424,0.005807097489984838,0.5814820254355981,-0.14636211711686928,0.3720989803040883,59.777683,0.008638340010725637,0.07927998953687149,0.00040438626553110395,0.1221096584231133,-84.81623,-0.011048458035727491,-0.7158003365773765,-2.089285225362504,0.6108005426696427,84.45611,0.013447477164388655,0.07170475343352223,-0.0011819063123152335,0.026102400243634995,-4.075943,-0.000735391032255036,-0.05901489503069217,1.899799502773159,-0.005913938989127063,-0.4603494,-9.098575858490499e-05,0.004605386784469587,0.7829888782618771,-0.08197732934671768,2.809191,0.00020299517578303838,0.0959725484025878,0
14,-0.019255223313340213,0.2604137758709731,-76.49646,-0.008360566854817644,-0.739438589174545,-0.13772377710614364,0.45137896984095977,-15.724377,0.0037680526460208696,-0.37472905446095095,-0.010644071770196387,-0.5936906781542632,-41.947636,-0.0027713764138484337,0.3974190980080183,-2.0758377481981154,0.6825052961031649,85.99303,0.011253783749979984,-0.11638543736704365,-0.0019172973445702696,-0.03291249478705717,6.89617,0.0009137985423810519,0.08139809325857912,1.899708517014574,-0.001308552204657476,-8.03134,-0.0015921630536002152,-0.08615692753360417,0.7831918734376602,0.013995219055870117,9.364702,0.0009713107058761938,0.046905953718949914,0
15,-0.027615790168157857,-0.4790248133035719,-48.911407,-0.006081021549925611,0.15137493617811437,-0.13395572446012277,0.07664991538000879,77.85786,0.005065245043776617,0.2870242930285133,-0.013415448184044821,-0.19627158014624496,-66.55617,-0.008784631326645004,-0.27061486136975205,-2.0645839644481354,0.5661198587361213,28.739815,0.008797140149698013,-0.18324606540945715,-0.0010034988021892176,0.04848559847152195,5.3170905,0.0009272968587920443,-0.002448525428313142,1.8981163539609738,-0.08746547973826165,10.200222,0.0022854701720638193,0.2013417507165438,0.7841631841435364,0.06090117277482003,9.79044,0.0014017801784558248,0.01095795697084924,0
16,-0.03369681171808347,-0.3276498771254575,-55.52167,-0.01007466258349813,-0.15863379825353469,-0.12889047941634615,0.3636742084085221,-9.535189,-0.000636778779928876,-0.47357945525468825,-0.022200079510689825,-0.466886441515997,-23.771414,-0.005209745663249901,0.22632476649046784,-2.0557868242984374,0.3828737933266641,-67.8233,-0.006638382033835377,-0.8760925782277598,-7.62019433971733e-05,0.04603707304320881,-1.831315,3.562065217583179e-05,-0.059123619339235656,1.9004018241330376,0.11387627097828215,9.263035,0.0026159934224951886,-0.027883119539913848,0.7855649643219922,0.07185912974566927,-10.018128,-0.0013191091293862645,-0.14670433454295287,0
17,-0.0437714743015816,-0.4862836753789922,-63.92865,-0.008223206183104188,0.04518826644916846,-0.12952725819627503,-0.10990524684616612,-85.227486,-0.005873695597985146,-0.2992117500511209,-0.027409825173939726,-0.24056167502552916,-63.452038,-0.007947369207764305,-0.19043887099938123,-2.0624252063322728,-0.4932187849010956,-19.153648,-0.007603532078326758,0.17690369294953828,-4.0581291221341506e-05,-0.013086546296026846,6.303754,0.0006732468595206819,0.05655561527646848,1.9030178175555328,0.0859931514383683,4.2858195,-0.00016501853817163514,-0.08736577745884122,0.7842458551926059,-0.0748452047972836,8.840944,0.0010408579436061993,0.13759471321512481,0
18,-0.051994680484685786,-0.44109540892982374,20.291468,-0.005057623489448479,0.3164358556192723,-0.13540095379426018,-0.40911699689728703,-33.365356,-0.007095378409363584,0.08025708717673374,-0.03535719438170403,-0.4310005460249104,30.40699,-0.003928027089900886,0.37136132315590953,-2.0700287384105995,-0.3163150919515573,-43.92674,-0.005993195309815125,0.004363206837712685,0.0006326655682993404,0.04346906898044163,0.53323275,0.0002920421614439296,-0.0319404892832701,1.9028527990173612,-0.0013726260204729181,-11.022667,-0.0014905622855370115,-0.07868312736299572,0.7852867131362121,0.06274950841784122,8.278071,0.0021186608801117,0.033077479427853634,0
19,-0.057052303974134265,-0.12465955331055144,-29.889717,-0.007074594962498952,-0.19488426629046784,-0.14249633220362376,-0.3288599097205533,-72.44685,-0.00530996001003764,0.009422917691903232,-0.03928522147160492,-0.05963922286900085,49.73504,0.005325514203766556,0.3676309151609623,-2.0760219337204147,-0.31195188511384464,61.184666,0.0032852060642802883,0.6270022421157027,0.00092470772974327,0.011528579697171535,-10.82614,-0.0016474357816418542,-0.10086365493487673,1.9013622367318241,-0.08005575338346864,9.149622,-0.00015309160577925418,0.11430534788423397,0.7874053740163238,0.09582698784569485,-0.563846,0.0002690926660852133,-0.09181004339643097,0
20,-0.06412689893663322,-0.3195438196010193,60.68584,0.006461920802389852,0.6956235748946983,-0.1478062922136614,-0.31943699202865006,-72.89505,-0.007315907010461059,-0.09987072350578896,-0.03395970726783836,0.30799169229196144,3.403098,-0.0026537562676660492,-0.3923596325388832,-2.0727367276561344,0.3150503570018581,80.098854,0.009552819603595442,0.2219327133317302,-0.0007227280518985842,-0.08933507523770519,-11.966517,-0.0020503921640094647,-0.00741710144400666,1.9012091451260449,0.03424959450076532,5.4339423,0.00018502978983359064,-0.012896613867604406,0.787674466682409,0.0040169444492638845,3.7139487,0.000924928574282724,0.036813751664345654,0
21,-0.057664978134243365,0.376079755293679,-42.482426,-0.006978137516532555,-0.7261276415658282,-0.15512219922412246,-0.419307715534439,-64.53829,-0.008906270159660723,-0.04532498320555467,-0.03661346353550441,-0.08436794024692174,78.588104,0.011966014382377065,0.6921740390369655,-2.063183908052539,0.5369830703335883,78.36624,0.01155268197415138,0.0552473262730141,-0.002773120215908049,-0.09675217668171185,-1.6993934,-0.00025254813626146046,0.08332342885730094,1.9013941749158785,0.021352980633160913,-4.4036384,-0.0008247757513584197,-0.06286689782956847,0.7885993952566918,0.04083069611360954,-4.02009,-0.0006358854956775017,-0.07168837926288199,0
22,-0.06464311565077592,-0.3500478862721492,37.295116,0.009421040933399821,0.7722679690691715,-0.16402846938378318,-0.4646326987399937,-1.1664009,-0.00794725206762889,0.1591990521266849,-0.024647449153127346,0.6078060987900438,-67.422005,-0.006517058328338425,-1.0015202254297895,-2.0516312260783875,0.5922303966066024,-5.3012986,0.005080792555220981,-0.4540696274667231,-0.0030256683521695093,-0.013428747824410905,-2.6947553,-0.0004862741519084321,-0.005153441670973095,1.90056939916452,-0.04151391719640756,0.31364992,0.0012768044101578724,0.08334209403319473,0.7879635097610143,-0.03085768314927245,7.2886553,0.0008025887843239321,0.0755264286776364,0
23,-0.0552220747173761,0.4222200827970223,-77.12664,-0.005677591115829439,-0.8130889677489896,-0.17197572145141207,-0.3054336466133088,-58.75826,-0.006755719716475567,-0.06554751031688377,-0.03116450748146577,-0.3937141266397457,-53.847214,-0.0016330659467571826,0.2053067430990102,-2.0465504335231666,0.13816076913987932,44.00301,0.005066599805336303,0.1500083249493445,-0.0035119425040779414,-0.018582189495384,-9.102524,-0.0013617023905331226,-0.05822600478507094,1.901846203574678,0.04182817683678716,-8.054091,-0.0015700659114146198,-0.118416046987453,0.7887660985453382,0.044668745528363946,-4.778388,-0.0013519038922322757,-0.10687996810578929,0
24,-0.06089966583320554,-0.3908688849519673,57.99188,0.0021670465218776927,0.6122186102895808,-0.17873144116788764,-0.37098115693019257,10.358062,-0.0034299331868598293,0.28678459374386067,-0.032797573428222954,-0.1884073835407355,12.249626,-0.005624600117264532,0.025137571744486914,-2.0414838337178303,0.2881690940892238,33.386177,0.007340917308137129,0.07168612660315044,-0.004873644894611064,-0.07680819428045493,-4.6396937,-0.0007618765823063115,0.04577827489593571,1.9002761376632633,-0.07658787015066584,-3.4962502,-0.00027793906578033045,0.06773589088104524,0.7874141946531059,-0.06221122257742534,0.5217302,0.0007341694538443022,0.09255539157198156,0
25,-0.058732619311327845,0.2213497253376135,-73.180534,-0.008805551827817663,-0.7100074199623354,-0.18216137435474747,-0.08419656318633188,-49.529106,-0.003134719255101226,-0.13359718004967203,-0.038422173545487485,-0.16326981179624858,20.012054,0.0060313315438165,0.42304864060939473,-2.034142916409693,0.35985522069237424,81.59241,0.009613359458007231,0.17875428341317628,-0.0056355214769173755,-0.03102991938451923,1.1197482,0.00012905837610623604,0.03571950203191662,1.899998198597483,-0.008851979269620601,9.846347,0.0007903141726077756,0.0637168157532172,0.7881483641069502,0.030344168994556213,3.3754542,0.0001847711196772961,-0.013860614493310053,0
26,-0.06753817113914551,-0.4886576946247219,7.6273446,-0.003456142146665425,0.389941545888964,-0.1852960936098487,-0.21779374323600392,41.516907,-0.0005655066666704345,0.29684045672577386,-0.032390842001670986,0.2597788288131461,58.337814,0.004209259807583406,0.029696198527148054,-2.024529556951686,0.5386095041055505,36.77421,0.009807715044530152,-0.09694096197748314,-0.0055064631008111395,0.004689582647397394,-8.095197,-0.0010940461726327826,-0.06307131156429525,1.9007885127700908,0.0548648364835966,7.7373533,0.0019639096765959874,0.03750967516912209,0.7883331352266275,0.01648355450124616,4.9684486,0.0012790156983024659,0.04050100004083931,0
27,-0.07099431328581093,-0.09871614873575793,-8.675013,0.0022721555648352737,0.1573389420054604,-0.18586160027651913,0.07904671348976994,-4.2874193,0.0012934459613706262,-0.03910770572820316,-0.02818158219408758,0.2894750273402942,-37.458424,-0.0017886931699762076,-0.44563914547774497,-2.0147218419071558,0.4416685421280674,79.636185,0.01116612727138433,0.14387581603171729,-0.006600509273443922,-0.05838172891689786,-8.776207,-0.0015230604498298892,-0.01376999333984491,1.9027524224466867,0.09237451165271869,-8.439404,-0.0014813429116546928,-0.1690323980548176,0.78961215092493,0.056984554542085473,8.505668,0.0010082694880819698,-0.0034490703577457274,0
28,-0.06872215772097566,0.058622793269702454,-46.2901,-0.008751997943714326,-0.47842921027791596,-0.1845681543151485,0.03993900776156678,-41.701817,-0.002733568342975723,-0.24543872786807755,-0.029970275364063787,-0.1561641181374508,55.61728,0.007091883052703033,0.5397641439740447,-2.0035557146357714,0.5855443581597847,63.09002,0.00866986190020591,-0.15546968225716834,-0.008123569723273811,-0.07215172225674277,-7.5384374,-0.001065244853243016,0.010894208190254683,1.901271079535032,-0.0766578864020989,11.727471,0.0014927928372379107,0.15511490966429894,0.790620420413012,0.053535484184339746,-8.751138,-0.0011801944173059908,-0.11759200845938501,0
29,-0.07747415566468999,-0.41980641700821353,-83.440926,-0.007591015759545475,-0.04764582644266807,-0.18730172265812423,-0.20549972010651077,-70.17093,-0.007761690946818334,-0.24985753251197804,-0.022878392311360754,0.3836000258365939,-31.698957,0.0013700465275757016,-0.4165193174527361,-1.9948858527355655,0.43007467590261633,39.80719,0.005532492091976815,-0.17128568472629085,-0.009188814576516827,-0.061257514066488085,5.552701,0.000593290505758539,0.10216503992441958,1.90276387237227,0.07845702326220004,2.7546751,0.00045657239570151553,-0.06750766707169702,0.789440225995706,-0.06405652427504527,10.886157,0.0009650157188213493,0.12874370631438192,0
30,-0.08506517142423546,-0.4674522434508816,-44.2921,-0.004698276090449913,0.19820147033264968,-0.19506341360494256,-0.4553572526184888,-23.123793,-0.006464626043863636,0.18331143332813715,-0.021508345783785052,-0.032919291616142196,-64.37371,-0.007415507503950924,-0.3830796558776281,-1.9893533606435887,0.2587889911763255,40.249306,0.0072021363717016396,0.10866913069703071,-0.008595524070758288,0.040907525857931504,8.036263,0.0012199813212521995,0.02374607332770462,1.9032204447679715,0.010949356190503022,-0.26371557,7.883168847921951e-05,-0.0032485996235160812,0.7904052417145273,0.06468718203933664,-3.3230765,-0.0006387382573752598,-0.10001796170392338,0
31,-0.08976344751468537,-0.2692507731182319,-68.27318,-0.015545529214330597,-0.44023505621037656,-0.2015280396488062,-0.27204581929035165,-71.49697,-0.00737584268439756,-0.15451471694511104,-0.028923853287735977,-0.4159989474937703,71.589264,0.005800495610505621,0.7961951599614744,-1.982151224271887,0.3674581218733562,64.238365,0.007929499970974252,0.058300807578054226,-0.007375542749506089,0.06465359918563612,11.978319,0.0019138498479818224,0.02893299021104359,1.9032992764564507,0.0077007565669869405,6.7899284,0.0005809989397231874,0.028021312641013478,0.789766503457152,-0.03533077966458673,9.168945,0.0017270370215682895,0.12595759593470518,0
